status,youtube_id,label,split,reason
failed,udJGn6qlq-o,waterfall burbling,train,ERROR: [youtube] udJGn6qlq-o: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Fg18M9ARcQY,car engine knocking,test,ERROR: [youtube] Fg18M9ARcQY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,m5I_M9d80Wg,cat meowing,test,ERROR: [youtube] m5I_M9d80Wg: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,NmBQ5cEAxUY,dog barking,train,ERROR: [youtube] NmBQ5cEAxUY: This video has been removed for violating YouTube's policy on violent or graphic content
failed,9j-M5q5uSr8,"female speech, woman speaking",test,ERROR: [youtube] 9j-M5q5uSr8: This video has been removed for violating YouTube's Terms of Service
failed,ces7TGK8qCc,helicopter,train,ERROR: [youtube] ces7TGK8qCc: Video unavailable
failed,9z7jBF8_Tn8,"bird chirping, tweeting",train,ERROR: [youtube] 9z7jBF8_Tn8: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,ndLXQbDV9BQ,playing piano,train,ERROR: [youtube] ndLXQbDV9BQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,EAplBw-doD0,dog barking,train,ERROR: [youtube] EAplBw-doD0: Video unavailable
failed,ErFWRRktm1o,"female speech, woman speaking",train,ERROR: [youtube] ErFWRRktm1o: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,lMJHT1ySsMk,thunder,train,ERROR: [youtube] lMJHT1ySsMk: Video unavailable
failed,49c_ZAXGdzM,cat meowing,train,ERROR: [youtube] 49c_ZAXGdzM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,nQAOrc224P8,"female speech, woman speaking",train,ERROR: [youtube] nQAOrc224P8: Video unavailable
failed,4ZkAj0uXCiI,playing piano,train,ERROR: [youtube] 4ZkAj0uXCiI: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,1MP3sQTk8wo,dog barking,test,ERROR: [youtube] 1MP3sQTk8wo: Video unavailable
failed,w0by8L3BsMk,typing on computer keyboard,train,ERROR: [youtube] w0by8L3BsMk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8KCx42Bi12g,cat meowing,train,ERROR: [youtube] 8KCx42Bi12g: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,3Voo2QPhsJk,helicopter,train,ERROR: [youtube] 3Voo2QPhsJk: Video unavailable
failed,4Ez7a6IPfv4,dog barking,train,ERROR: [youtube] 4Ez7a6IPfv4: Video unavailable
failed,XHukxF8iWE0,waterfall burbling,test,ERROR: [youtube] XHukxF8iWE0: Video unavailable
failed,CAfUAq5B2jk,people crowd,test,ERROR: [youtube] CAfUAq5B2jk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,MNnogKQYh78,thunder,train,ERROR: [youtube] MNnogKQYh78: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,k_doXhccu8U,cat meowing,train,ERROR: [youtube] k_doXhccu8U: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,WQsKbvPqNLk,playing piano,test,ERROR: [youtube] WQsKbvPqNLk: Video unavailable
failed,8oaBlDt_tSE,people crowd,test,ERROR: [youtube] 8oaBlDt_tSE: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Txn3v6f5QnU,playing acoustic guitar,train,ERROR: [youtube] Txn3v6f5QnU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,1WGfcIOLUK8,dog barking,test,ERROR: [youtube] 1WGfcIOLUK8: Video unavailable
failed,1WYMOua6Bj4,thunder,train,ERROR: [youtube] 1WYMOua6Bj4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,3Kiwzn6qTb4,playing acoustic guitar,train,ERROR: [youtube] 3Kiwzn6qTb4: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,DF0AL3gaNLQ,raining,test,ERROR: [youtube] DF0AL3gaNLQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8TWtLCjUI5I,dog barking,test,ERROR: [youtube] 8TWtLCjUI5I: This video is not available
failed,4kfOU8PreOo,playing acoustic guitar,train,ERROR: [youtube] 4kfOU8PreOo: Video unavailable
failed,0Y8TTBlRKkQ,waterfall burbling,test,ERROR: [youtube] 0Y8TTBlRKkQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,PW9h0JbMGm4,train horning,train,ERROR: [youtube] PW9h0JbMGm4: Video unavailable
failed,aMCZ-JbSCmE,thunder,train,ERROR: [youtube] aMCZ-JbSCmE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,jeu-pldGAdw,typing on computer keyboard,test,ERROR: [youtube] jeu-pldGAdw: Video unavailable
failed,4nVnNB8op10,dog barking,train,ERROR: [youtube] 4nVnNB8op10: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,NxuujpMcnCY,typing on computer keyboard,train,ERROR: [youtube] NxuujpMcnCY: Video unavailable
failed,4NV9qjhae3E,"female speech, woman speaking",train,ERROR: [youtube] 4NV9qjhae3E: Video unavailable
failed,QGN7uwtu5XI,helicopter,train,ERROR: [youtube] QGN7uwtu5XI: Video unavailable
failed,lfux0vEcsjM,dog barking,train,ERROR: [youtube] lfux0vEcsjM: Video unavailable
failed,rLmNuF9xTPI,typing on computer keyboard,test,ERROR: [youtube] rLmNuF9xTPI: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,ZnspGQzt1Jc,playing piano,test,ERROR: [youtube] ZnspGQzt1Jc: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,1Y2YtG9EX-g,thunder,test,ERROR: [youtube] 1Y2YtG9EX-g: Video unavailable. This video is no longer available due to a copyright claim by WarnerMedia LLC
failed,n1kccfxctIA,car engine knocking,train,ERROR: [youtube] n1kccfxctIA: Video unavailable
failed,_s2eifpL3pM,raining,test,ERROR: [youtube] _s2eifpL3pM: This video is not available
failed,L947ffb6Qlc,people crowd,train,ERROR: [youtube] L947ffb6Qlc: Video unavailable
failed,1URGvicj3JI,"female speech, woman speaking",train,ERROR: [youtube] 1URGvicj3JI: Video unavailable
failed,VGW-cfP3CqE,people crowd,train,ERROR: [youtube] VGW-cfP3CqE: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,loPZ0865dtk,people crowd,train,ERROR: [youtube] loPZ0865dtk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,ksaVA2kAjac,ocean burbling,train,ERROR: [youtube] ksaVA2kAjac: Video unavailable
failed,8AEg3aGab6Q,typing on computer keyboard,train,ERROR: [youtube] 8AEg3aGab6Q: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,bo316DYYy80,typing on computer keyboard,train,ERROR: [youtube] bo316DYYy80: Video unavailable
failed,VSA5_6TLbt4,train horning,train,ERROR: [youtube] VSA5_6TLbt4: Video unavailable
failed,cpjQzfkXoeA,ocean burbling,test,ERROR: [youtube] cpjQzfkXoeA: Video unavailable
failed,dFUdgxDBs0g,helicopter,train,ERROR: [youtube] dFUdgxDBs0g: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,XLUOjS8BHSY,typing on computer keyboard,train,ERROR: [youtube] XLUOjS8BHSY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,y_j5mB0OLfE,helicopter,train,ERROR: [youtube] y_j5mB0OLfE: Video unavailable
failed,4JnKt1IAISk,train horning,train,ERROR: [youtube] 4JnKt1IAISk: Video unavailable
failed,52tdbEqLRsM,cat meowing,train,ERROR: [youtube] 52tdbEqLRsM: Video unavailable
failed,UfMr4FFsS28,cat meowing,test,ERROR: [youtube] UfMr4FFsS28: This video is not available
failed,-N985spfu2I,typing on computer keyboard,train,ERROR: [youtube] -N985spfu2I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,PX9kGT0E7B0,dog barking,test,ERROR: [youtube] PX9kGT0E7B0: Video unavailable
failed,nmp9yqhsjqg,playing piano,test,ERROR: [youtube] nmp9yqhsjqg: Video unavailable
failed,4CdeOu7u7nI,waterfall burbling,train,ERROR: [youtube] 4CdeOu7u7nI: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,BIZCRkW1VWU,raining,train,ERROR: [youtube] BIZCRkW1VWU: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,LZ2ej8sU01I,raining,train,ERROR: [youtube] LZ2ej8sU01I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Szwd-0tatdo,thunder,test,ERROR: [youtube] Szwd-0tatdo: Video unavailable
failed,bFM-sOcDqHQ,playing piano,train,ERROR: [youtube] bFM-sOcDqHQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,CjX9G0xf3AU,train horning,train,ERROR: [youtube] CjX9G0xf3AU: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,aUleDsFtQjs,thunder,train,ERROR: [youtube] aUleDsFtQjs: Video unavailable
failed,PbvaOdsrZVQ,people crowd,train,ERROR: [youtube] PbvaOdsrZVQ: Video unavailable
failed,48hslqhFb98,dog barking,train,ERROR: [youtube] 48hslqhFb98: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,r2jHs1Nbrqw,raining,train,ERROR: [youtube] r2jHs1Nbrqw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,wiuf2uw_SSw,car engine knocking,train,ERROR: [youtube] wiuf2uw_SSw: Video unavailable
failed,PzC8BQlsu_I,raining,train,ERROR: [youtube] PzC8BQlsu_I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Dr3vf42udLY,car engine knocking,test,ERROR: [youtube] Dr3vf42udLY: Video unavailable
